电视频道,#genre#
CCTV1,https://live.264788.xyz/channel/cctv1?livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk&streamid=40cf2f40582b104fb087535f9601ea19
CCTV1,http://222.214.208.34:59901/tsfile/live/0001_1.m3u8
CCTV1,http://43.251.226.110:8880/play/676.m3u8
CCTV1,http://43.251.226.110:8880/play/814.m3u8
CCTV1,http://m.061899.xyz/mg/cctv1
CCTV1,http://43.251.226.110:8880/play/86.m3u8
CCTV1,http://198.204.228.26/live/cctv1hd.m3u8
CCTV1,http://107.150.60.122/live/cctv1hd.m3u8
CCTV1,http://43.251.226.110:8880/play/11.m3u8
CCTV1,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv1hd
CCTV1,http://183.214.23.16:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-1H265_4000.m3u8
CCTV1,http://43.251.226.110:8880/play/148.m3u8
CCTV1,http://120.76.248.139/live/bfgd/4200000489.m3u8
CCTV1,http://cdn6.163189.xyz/163189/cctv1
CCTV1,https://live.264788.xyz/channel/cctv1?livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk&streamid=cccb6b9cad34d95eaf06a39fcf6acd9e
CCTV1,http://42.237.154.160:9003/hls/1/index.m3u8
CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=16
CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=6%24LR%E2%80%A214%E2%80%A2IPV4%E3%80%8E%E7%BA%BF%E8%B7%AF10%E3%80%8F
CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=4
CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=14%24LR%E2%80%A214%E2%80%A2IPV4%E3%80%8E%E7%BA%BF%E8%B7%AF11%E3%80%8F
CCTV1,http://t.061899.xyz/tl/tl.php?id=cctv1
CCTV1,http://112.46.85.60:8009/hls/501/index.m3u8
CCTV1,http://124.236.93.22:2380/ywotttv.bj.chinamobile.com/TVOD/88888888/224/3221226346/1.m3u8
CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=6
CCTV1,http://1.31.14.70:54321/hls/2/index.m3u8
CCTV1,https://iptv.catvod.com/live.php?id=CCTV1&line=14
CCTV1,http://43.251.226.110:8880/play/579.m3u8
CCTV1,http://43.251.226.110:8880/play/537.m3u8
CCTV1,http://119.29.13.205:1234/608807420
CCTV1,http://play.kankanlive.com/live/1698234869325962.m3u8
CCTV1,https://live.264788.xyz/channel/cctv1?livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk&streamid=107a756f519973a7e95798c05737a47c
CCTV1,http://iptv.4666888.xyz/iptv2A.php?id=7
CCTV1,http://124.116.183.146:9901/tsfile/live/0001_1.m3u8
CCTV1,http://j.s.bkpcp.top/jj/cctv1
CCTV1,http://112.27.235.94:8000/hls/1/index.m3u8
CCTV1,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv1
CCTV1,http://120.211.62.180:8000/hls/1/index.m3u8
CCTV1,http://116.76.254.170:44330/tsfile/live/0001_1.m3u8?authid=0&key=txiptv&playlive=0

CCTV2,http://124.236.93.22:2380/ywotttv.bj.chinamobile.com/TVOD/88888888/224/3221226472/1.m3u8
CCTV2,http://218.13.170.98:9901/tsfile/live/0002_1.m3u8
CCTV2,http://1.31.14.70:54321/hls/4/index.m3u8
CCTV2,https://live.264788.xyz/channel/cctv2?livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk&streamid=da40669354aad7a342bfad794406bd61
CCTV2,http://123.14.80.113:9003/hls/2/index.m3u8
CCTV2,http://43.251.226.110:8880/play/816.m3u8
CCTV2,http://43.251.226.110:8880/play/817.m3u8
CCTV2,http://192.151.150.154/live/cctv2hd.m3u8
CCTV2,http://43.251.226.110:8880/play/12.m3u8
CCTV2,http://43.251.226.110:8880/play/677.m3u8
CCTV2,http://43.251.226.110:8880/play/13.m3u8
CCTV2,http://124.236.93.22:2380/ywotttv.bj.chinamobile.com/TVOD/88888888/224/3221226371/1.m3u8
CCTV2,http://43.251.226.110:8880/play/87.m3u8
CCTV2,http://69.30.245.50/live/cctv2.m3u8
CCTV2,http://43.251.226.110:8880/play/211.m3u8
CCTV2,https://iptv.catvod.com/live.php?id=CCTV2&line=5%24LR%E2%80%A216%E2%80%A2IPV4%E3%80%8E%E7%BA%BF%E8%B7%AF13%E3%80%8F
CCTV2,http://183.214.23.16:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-2H265_4000.m3u8
CCTV2,http://223.95.198.3:8000/hls/2/index.m3u8
CCTV2,http://60.10.139.113:8801/hls/2/index.m3u8
CCTV2,http://183.250.156.180:9999/newlive/live/hls/2/live.m3u8
CCTV2,http://112.27.235.94:8000/hls/2/index.m3u8
CCTV2,http://m.061899.xyz/mg/cctv2
CCTV2,http://k.061899.xyz/k.php?id=cctv2
CCTV2,http://go.bkpcp.top/mg/cctv2
CCTV2,http://116.76.254.170:44330/tsfile/live/0002_1.m3u8?authid=0&key=txiptv&playlive=0
CCTV2,http://74.91.26.218:82/live/cctv2hd.m3u8
CCTV2,http://j.s.bkpcp.top/jj/cctv2
CCTV2,https://live.iill.top/douyin/nuanxinnengl
CCTV2,http://43.251.226.110:8880/play/580.m3u8
CCTV2,http://z.b.bkpcp.top/m.php?id=cctv2
CCTV2,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv2
CCTV2,http://198.204.228.26/live/cctv2hd.m3u8
CCTV2,http://107.150.60.122/live/cctv2hd.m3u8
CCTV2,https://play.kankanlive.com/live/1698234898628961.m3u8
CCTV2,http://113.241.133.180:85/tsfile/live/0002_1.m3u8?authid=0&key=txiptv&playlive=1
CCTV2,http://119.29.13.205:1234/631780532
CCTV2,http://221.226.51.220:50081/newlive/live/hls/2/live.m3u8
CCTV2,http://120.211.62.180:8000/hls/2/index.m3u8
CCTV2,http://61.184.46.85:85/tsfile/live/0002_1.m3u8?authid=0%24%E8%8D%86%E5%B7%9E%E7%94%B5%E4%BF%A1&key=txiptv&playlive=1
CCTV2,http://101.66.199.163:9901/tsfile/live/0002_1.m3u8?authid=0%24LR%E2%80%A216%E2%80%A2IPV4%E3%80%8E%E7%BA%BF%E8%B7%AF5%E3%80%8F&key=txiptv&playlive=0
CCTV2,http://t.061899.xyz/tl/tl.php?id=cctv2
CCTV2,http://43.251.226.110:8880/play/627.m3u8

CCTV3,http://43.251.226.110:8880/play/150.m3u8
CCTV3,http://69.30.245.50/live/cctv3.m3u8
CCTV3,http://1.31.14.70:54321/hls/6/index.m3u8
CCTV3,http://43.251.226.110:8880/play/539.m3u8
CCTV3,http://74.91.26.218:82/live/cctv3hd.m3u8
CCTV3,http://175.154.151.98:808/hls/3/index.m3u8
CCTV3,http://183.214.23.16:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-3H265_4000.m3u8
CCTV3,http://43.251.226.110:8880/play/274.m3u8
CCTV3,http://43.251.226.110:8880/play/14.m3u8
CCTV3,http://60.10.139.113:8801/hls/3/index.m3u8
CCTV3,http://42.237.154.160:9003/hls/3/index.m3u8
CCTV3,http://192.151.150.154/live/cctv3hd.m3u8
CCTV3,http://123.14.80.113:9003/hls/3/index.m3u8
CCTV3,http://107.150.60.122/live/cctv3hd.m3u8
CCTV3,http://k.061899.xyz/k.php?id=cctv3
CCTV3,http://123.160.20.172:85/tsfile/live/0003_1.m3u8?authid=0&key=txiptv&playlive=1
CCTV3,http://43.251.226.110:8880/play/212.m3u8
CCTV3,http://43.251.226.110:8880/play/336.m3u8
CCTV3,http://43.251.226.110:8880/play/88.m3u8
CCTV3,http://124.116.183.146:9901/tsfile/live/0003_1.m3u8
CCTV3,http://124.236.93.22:2380/ywotttv.bj.chinamobile.com/TVOD/88888888/224/3221226471/1.m3u8
CCTV3,https://live.264788.xyz/channel/cctv3?livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk&streamid=2732ee7572f54fe1c1e6af80a49a6786
CCTV3,http://39.152.103.17:8089/tsfile/live/1002_1.m3u8
CCTV3,http://113.241.133.180:85/tsfile/live/0003_1.m3u8?authid=0&key=txiptv&playlive=1
CCTV3,http://116.76.254.170:44330/tsfile/live/0003_1.m3u8?authid=0&key=txiptv&playlive=0
CCTV3,http://43.251.226.110:8880/play/15.m3u8
CCTV3,http://198.204.228.26/live/cctv3hd.m3u8
CCTV3,http://119.29.13.205:1234/624878271
CCTV3,http://43.251.226.110:8880/play/628.m3u8
CCTV3,http://112.27.235.94:8000/hls/3/index.m3u8
CCTV3,http://z.b.bkpcp.top/m.php?id=cctv3
CCTV3,http://123.129.70.178:9901/tsfile/live/0003_1.m3u8?authid=0&key=txiptv&playlive=1
CCTV3,http://222.214.208.34:59901/tsfile/live/0003_1.m3u8
CCTV3,http://223.95.198.3:8000/hls/3/index.m3u8
CCTV3,http://183.250.156.180:9999/newlive/live/hls/3/live.m3u8

CCTV4,https://live.264788.xyz/channel/cctv4k?livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk&streamid=e391578b03c29555c8769f7b6c4bf02f
CCTV4,https://live.264788.xyz/channel/cctv4k?livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk&streamid=ddf7c8a2b9355fd0327077c06958bd0f
CCTV4,https://live.264788.xyz/channel/cctv4k?livekey=01WgOR41rriMmMkzNsd0UoaxJRwetZdxIvtVk&streamid=dc08cf9ff7243e2392ad3c40024e31b8
